15
Gen 1 => 12.482614004353138
# of feats=3 Fitness=12.482614004353138
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1]
Gen 2 => 12.482614004353138
# of feats=3 Fitness=12.482614004353138
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1]
Gen 3 => 12.482614004353138
# of feats=3 Fitness=12.482614004353138
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1]
Gen 4 => 11.840101927058441
# of feats=6 Fitness=11.840101927058441
[0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1]
Gen 5 => 11.840101927058441
# of feats=6 Fitness=11.840101927058441
[0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1]
Gen 6 => 11.840101927058441
# of feats=6 Fitness=11.840101927058441
[0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1]
Gen 7 => 11.840101927058441
# of feats=6 Fitness=11.840101927058441
[0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1]
Gen 8 => 11.830440091309669
# of feats=5 Fitness=11.830440091309669
[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]
Gen 9 => 11.830440091309669
# of feats=5 Fitness=11.830440091309669
[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]
Gen 10 => 11.830440091309669
# of feats=5 Fitness=11.830440091309669
[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]
Gen 11 => 11.830440091309669
# of feats=5 Fitness=11.830440091309669
[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]
Gen 12 => 11.830440091309669
# of feats=5 Fitness=11.830440091309669
[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]
Gen 13 => 11.830440091309669
# of feats=5 Fitness=11.830440091309669
[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]
Gen 14 => 11.830440091309669
# of feats=5 Fitness=11.830440091309669
[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]
Gen 15 => 11.830440091309669
# of feats=5 Fitness=11.830440091309669
[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]
Gen 16 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 17 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 18 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 19 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 20 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 21 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 22 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 23 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 24 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 25 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 26 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 27 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 28 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 29 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 30 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 31 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 32 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 33 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 34 => 11.395657482614013
# of feats=8 Fitness=11.395657482614013
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]
Gen 35 => 11.395657482614013
