7,7,7,7,7,7,7,7,6,7,7,7,8,7,7,7,7,6,8,7,7,7,7,7,7,7,7,7,7,7,4,4,5,4,5,5,4,5,4,5,4,4,4,5,5,5,4,5,4,4,4,5,5,5,5,4,4,4,5,5,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,7,6,8,7,8,8,8,7,7,6,65,64,64,63,64,65,64,64,64,64,66,65,65,65,64,64,65,64,63,64,66,64,63,65,65,64,64,65,64,65,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,18,17,18,17,17,16,17,16,16,16,17,17,18,17,17,18,16,16,17,16,17,16,17,16,16,16,17,16,18,46,45,44,45,45,43,44,47,43,44,43,45,44,45,45,47,43,44,43,44,46,44,45,45,44,46,44,45,45,45,30,30,29,29,30,31,29,29,28,30,31,30,28,30,29,28,30,29,30,29,31,31,29,30,30,28,28,29,30,29,9,9,9,9,9,8,9,9,8,10,9,8,9,9,8,9,9,9,9,10,9,9,8,8,9,9,9,9,9,8,11,11,11,12,11,11,11,12,11,11,12,11,11,12,12,11,11,11.8,10.933333333333334,11.933333333333334,11.3,11.033333333333333,11.933333333333334,10.466666666666667,12.066666666666666,11.933333333333334,11.533333333333333,10.733333333333333,11.733333333333333,11.0,34,33,33,32,34,34,33,32,32,33,33,33,32,33,31,33,33,33,34,34,32,32,34,35,34,34,32,32,34,32,130,127,129,129,127,128,125,126,127,126,131,129,129,128,129,126,130,131,128,126,128,127,128,128,130,126,127,127,126,126,11,11,11,11,11,11,10,12,10,11,12,11,11,10,12,11,11,10,10,10,11,12,10,10,10,11,11,11,11,11,31,31,29,29,31,31,30,30,28,30,30,30,29,29,30,29,30,30,30,29,32,30,29,32,30,29,29,30,30,29,9,8,9,9,9,8,8,9,8,10,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,8
7,7,7,7,7,7,8,7,7,7,8,7,7,7,7,7,7,6,8,7,7,7,7,7,8,7,7,7,7,8,5,5,5,5,5,6,4,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,8,6,7,7,7,7,7,7,6,8,8,8,7,7,7,7,6,67,64,65,62,64,65,65,64,65,63,67,66,65,66,65,66,67,65,65,65,67,65,64,65,64,65,65,67,64,65,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,18,18,17,18,17,16,17,16,16,16,18,17,18,18,17,18,17,16,16,15,18,17,17,17,17,16,17,16,18,46,45,43,45,45,44,44,47,43,44,43,45,45,45,46,46,43,45,44,44,45,45,45,46,44,46,44,45,46,44,30,29,29,29,29,32,29,29,27,29,30,30,28,29,29,28,31,29,30,29,31,31,29,30,29,27,29,29,30,30,9,9,9,9,8,8,9,8,9,10,9,9,9,9,8,9,9,9,9,10,9,9,8,9,8,9,10,9,9,9,11,11,11,12,10,11,11,12,11,12,12,11,11,12,12,11,11,11.733333333333333,11.833333333333334,11.933333333333334,11.3,11.133333333333333,12.2,11.333333333333334,12.566666666666666,12.7,11.833333333333334,11.266666666666667,11.9,11.7,34,35,33,33,34,34,34,33,33,34,33,33,33,33,32,34,34,33,34,34,33,33,35,36,34,34,33,34,35,34,132,129,131,129,128,129,127,127,128,127,131,129,129,128,130,126,128,132,128,127,128,129,130,128,130,127,129,128,127,128,11,11,11,11,10,11,11,11,11,11,11,10,11,10,12,11,12,11,10,10,11,12,10,10,11,11,11,10,11,11,31,31,30,30,31,31,31,30,29,30,31,31,31,29,30,29,30,31,31,28,32,30,30,32,30,29,29,30,31,30,10,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,10,10,10,9,9,10,9,10,9,9,8
7,7,7,7,7,8,8,7,7,7,8,7,7,8,6,7,7,6,8,7,7,7,7,7,8,7,8,8,7,8,5,5,5,5,5,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,6,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,7,6,7,8,8,7,7,6,7,5,68,64,66,62,65,67,65,64,66,63,68,66,65,66,65,67,67,64,65,66,68,65,65,66,65,66,65,66,65,65,11,11,10,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,17,18,18,17,18,18,16,17,17,15,16,18,17,18,18,16,18,17,17,17,16,18,17,17,17,17,16,17,16,18,45,45,44,46,46,43,43,46,43,44,43,45,45,45,46,47,43,45,45,44,45,44,45,46,43,46,43,44,46,43,30,30,30,29,29,31,30,29,27,29,30,30,29,29,28,29,31,29,30,30,32,30,29,30,30,28,29,29,29,29,9,9,9,9,8,8,9,9,9,10,9,9,9,9,8,9,9,9,9,10,9,9,8,9,9,9,9,9,9,9,11,11,11,11,11,12,11,12,12,12,11,11,11,12,12,11,11,11.966666666666667,11.933333333333334,11.833333333333334,11.5,11.333333333333334,12.5,11.333333333333334,12.666666666666666,12.533333333333333,11.966666666666667,11.433333333333334,11.433333333333334,11.666666666666666,35,36,35,34,34,36,34,34,34,35,34,33,34,34,32,35,35,34,35,36,34,34,36,36,35,35,34,34,36,34,133,131,130,129,128,128,128,129,129,129,130,129,130,130,133,127,128,132,130,128,130,129,130,128,130,128,130,128,126,129,11,11,12,11,11,11,11,11,11,11,12,10,10,10,12,10,12,11,11,11,11,11,10,11,11,11,12,10,11,11,31,31,31,30,30,31,30,30,29,31,31,31,30,29,30,30,30,31,31,28,32,31,31,32,30,29,29,30,31,31,10,9,10,10,9,9,9,10,9,10,9,9,10,10,9,9,9,10,9,10,10,10,9,10,10,9,10,10,9,8
8,7,7,7,7,8,8,7,7,7,8,7,7,7,6,7,7,7,8,7,7,8,8,7,8,7,8,8,7,8,5,5,5,5,6,6,5,5,5,6,5,5,5,6,5,5,5,6,5,6,5,5,5,5,6,5,5,5,6,6,7,7,6,6,7,7,7,7,6,7,7,6,6,7,6,6,6,7,7,7,6,6,7,7,7,7,7,6,6,5,67,65,66,62,65,67,65,65,66,64,68,66,65,66,66,68,68,64,66,67,68,66,64,66,65,67,65,67,65,66,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,18,19,17,18,18,16,17,17,15,17,19,17,18,18,16,18,17,17,17,16,18,17,17,16,17,16,17,16,18,45,44,44,46,46,44,43,46,43,43,42,46,45,45,45,46,43,44,45,45,44,44,45,45,42,47,44,44,45,43,31,30,30,29,29,31,30,28,27,29,30,30,29,29,28,28,31,29,30,30,31,30,29,30,30,28,29,30,29,29,9,9,9,9,8,8,9,8,8,10,9,9,9,9,8,9,9,9,9,10,9,9,8,9,8,9,9,9,9,9,11,11,12,12,11,12,12,12,12,12,11,11,10,11,12,11,12,11.866666666666667,11.9,11.966666666666667,11.466666666666667,11.5,12.4,11.366666666666667,12.366666666666667,12.4,11.6,11.233333333333333,11.366666666666667,11.533333333333333,35,36,36,35,35,36,35,35,35,35,35,34,34,34,34,37,36,35,35,36,34,34,38,37,36,36,34,34,37,35,134,131,131,129,131,128,129,131,130,129,130,130,132,130,133,128,128,133,129,129,129,130,130,129,131,129,130,127,129,129,11,11,11,11,11,11,11,12,11,11,12,10,10,10,12,11,12,11,11,11,11,12,10,11,11,12,12,10,12,10,31,31,31,31,30,31,30,31,30,30,32,31,31,29,31,30,31,31,31,28,32,31,31,31,31,29,29,30,31,32,10,10,10,10,10,9,10,10,9,10,9,10,9,10,9,10,9,10,9,10,11,10,9,10,10,9,10,10,9,9
8,7,8,7,8,8,8,7,7,7,8,7,7,7,6,7,7,6,8,7,7,7,8,7,8,7,8,8,7,8,5,5,5,5,6,6,5,6,6,6,5,6,5,6,5,6,5,6,5,6,5,5,5,6,6,5,5,5,6,6,7,7,6,6,7,6,7,7,6,6,6,6,6,7,6,6,6,7,7,6,6,6,7,7,7,7,6,7,6,5,67,65,67,64,66,68,65,65,67,64,69,68,66,66,66,69,68,64,68,68,69,68,65,67,64,67,66,66,65,65,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,17,19,17,18,18,16,17,17,15,16,19,17,18,18,16,18,16,16,17,16,18,17,17,17,17,16,17,16,18,44,44,43,46,46,43,43,45,43,43,43,46,44,45,45,46,43,44,45,45,44,45,45,45,42,46,44,44,45,43,30,30,30,29,29,30,30,29,27,29,29,30,29,30,28,29,31,29,30,30,31,30,29,30,30,28,29,30,30,29,9,8,9,9,8,8,9,9,8,10,9,8,9,9,8,10,9,9,9,9,9,9,8,9,8,9,9,9,9,9,11,11,12,12,11,12,12,12,12,12,11,11,11,11,12,11,12,11.333333333333334,11.5,11.566666666666666,11.5,11.666666666666666,12.4,11.166666666666666,12.3,12.366666666666667,11.933333333333334,11.3,11.4,11.6,35,37,36,35,35,37,36,35,35,36,36,35,35,35,35,37,36,35,37,37,36,35,39,37,37,36,34,36,38,35,135,132,130,130,130,129,129,131,131,130,131,131,135,129,134,129,128,133,130,129,129,131,130,128,131,130,130,127,130,129,11,10,11,11,11,11,11,11,11,11,12,10,10,10,12,10,11,10,11,11,11,12,10,11,11,12,12,11,11,11,31,31,31,31,31,32,30,32,30,30,32,31,30,29,31,30,31,31,32,27,31,30,30,31,31,29,29,30,31,32,10,10,9,9,10,9,10,10,9,10,9,10,9,10,9,10,9,10,10,10,11,10,10,10,10,9,10,9,10,9
8,7,8,7,7,8,7,7,7,7,8,7,7,7,7,7,7,6,8,7,7,8,8,7,8,7,8,8,7,8,5,6,5,6,6,6,5,6,6,6,5,6,6,6,6,6,5,6,5,6,5,5,5,6,6,6,5,6,6,6,7,6,5,6,6,6,7,6,6,6,6,5,6,6,6,6,5,7,7,5,6,6,7,7,7,6,6,6,6,5,67,67,66,65,67,69,66,66,67,65,68,69,66,67,68,70,69,66,68,68,69,68,66,67,65,68,66,67,66,66,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,18,19,16,18,18,16,17,17,15,16,19,17,18,18,16,18,17,16,17,16,18,17,17,16,17,16,16,16,18,44,44,44,46,45,44,44,45,43,43,42,45,44,45,44,46,43,44,45,44,43,45,45,45,42,46,44,45,45,44,31,30,30,29,29,30,31,28,26,29,29,30,30,29,28,29,31,29,30,30,32,30,29,30,30,28,30,31,30,29,10,8,9,8,8,8,9,8,8,9,9,9,9,9,8,9,8,9,9,9,9,9,8,9,8,8,9,9,9,9,11,11,12,12,11,12,12,12,12,12,11,11,10,11,12,11,12,11.333333333333334,11.6,11.3,11.066666666666666,11.5,12.333333333333334,11.166666666666666,12.2,12.266666666666667,11.4,11.366666666666667,11.4,11.666666666666666,36,37,36,35,36,36,37,36,36,37,36,36,36,36,36,38,36,36,37,38,37,36,40,37,37,37,36,37,38,36,134,132,130,130,129,129,131,134,133,130,131,131,134,131,136,129,129,135,130,130,130,131,131,128,132,130,131,128,131,129,11,10,11,11,11,11,11,12,11,11,12,10,10,10,12,10,11,10,10,11,11,12,10,11,11,11,12,11,11,11,31,31,32,31,31,32,31,31,30,30,32,31,30,29,31,30,31,31,31,27,31,31,31,30,31,29,29,31,30,32,10,10,10,10,10,9,10,10,9,10,9,10,9,10,9,10,9,10,10,10,11,10,9,10,10,9,10,10,10,9
8,7,8,7,7,8,7,7,8,7,7,7,7,7,7,7,8,7,8,7,7,8,9,7,8,7,8,8,7,8,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,5,5,6,6,6,6,6,6,6,7,6,5,6,6,6,6,6,5,6,6,5,6,6,6,6,5,7,6,5,6,5,7,7,7,6,6,6,6,4,68,67,67,66,67,70,66,67,68,64,69,68,67,67,69,70,69,67,69,68,69,68,66,67,66,68,67,67,67,68,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,17,19,16,18,18,17,17,17,14,15,19,17,18,18,16,18,17,17,17,16,18,17,17,15,17,16,16,16,18,44,44,44,45,45,43,43,45,43,43,42,46,44,45,44,46,43,44,45,43,43,45,45,46,43,46,44,45,45,43,30,30,30,29,29,30,31,28,27,29,29,30,30,29,28,29,31,28,30,30,31,30,29,30,30,29,30,31,30,29,9,8,9,8,8,8,9,8,8,9,9,8,8,9,8,10,8,9,9,9,9,8,8,9,8,8,8,8,9,9,11,11,11,12,11,12,11,12,12,12,11,10,11,11,12,11,12,11.3,11.6,11.266666666666667,11.166666666666666,11.5,12.366666666666667,11.133333333333333,12.2,12.6,11.4,11.266666666666667,11.3,11.333333333333334,36,37,37,36,36,37,37,36,37,38,37,36,36,36,36,38,37,36,38,38,38,36,40,37,37,38,35,38,39,36,133,131,130,130,129,128,132,134,134,129,132,130,135,131,135,130,130,134,131,130,132,132,131,128,131,131,132,127,131,130,11,10,11,12,11,11,11,12,11,10,12,11,10,10,12,11,11,10,10,11,11,12,11,11,11,11,12,11,12,11,31,31,32,31,31,32,31,31,30,30,32,30,29,29,30,30,30,30,31,27,31,32,31,30,31,28,30,31,31,31,10,10,10,10,10,10,10,10,9,10,9,10,10,11,9,10,9,10,10,10,11,10,9,10,10,9,10,10,10,10
8,7,8,8,8,8,7,7,8,7,8,8,6,7,7,7,7,7,8,7,7,8,8,7,8,8,8,9,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,5,6,6,6,6,5,6,6,6,6,5,5,6,6,6,6,6,5,5,6,5,6,6,6,6,5,6,6,5,5,5,6,6,6,6,6,6,6,4,69,68,67,66,68,71,66,68,68,65,68,68,68,68,68,70,69,67,70,68,69,69,66,68,66,67,67,66,69,69,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,17,18,16,19,18,16,17,17,14,15,18,17,18,18,16,17,16,17,16,17,18,17,17,15,17,17,16,17,18,44,43,44,45,46,44,43,45,43,43,41,46,44,46,44,47,43,42,45,44,43,45,45,46,43,46,44,44,45,44,30,29,30,29,29,31,31,28,27,29,29,29,30,30,28,29,31,28,30,30,30,29,28,30,30,30,29,30,30,30,9,8,9,8,8,7,9,8,8,9,9,8,8,9,8,10,8,8,9,9,9,8,7,9,8,8,8,8,10,8,11,11,11,12,11,12,11,12,12,12,11,10,11,11,11,11,12,11.233333333333333,11.366666666666667,11.2,11.166666666666666,11.333333333333334,12.366666666666667,11.0,12.066666666666666,12.266666666666667,11.3,11.266666666666667,11.3,11.433333333333334,36,37,38,37,36,37,37,37,37,38,38,36,36,36,38,39,38,37,38,39,38,36,40,37,38,38,35,38,39,36,131,132,131,130,129,129,134,136,134,130,132,131,134,131,135,131,130,134,131,130,132,132,132,128,132,131,132,126,132,130,11,10,11,12,11,12,11,12,11,10,12,10,11,10,12,11,11,11,10,11,11,12,11,11,11,11,12,11,11,11,31,31,31,31,31,33,31,32,31,31,33,29,30,29,30,30,30,29,31,27,31,32,31,31,31,29,30,31,30,31,10,10,10,10,10,10,10,10,9,10,9,10,9,10,9,10,10,10,10,10,11,10,9,10,11,10,10,10,10,10
8,7,8,8,8,8,7,7,8,7,8,7,7,7,7,7,8,7,8,7,7,7,8,7,8,8,7,9,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,5,6,6,6,6,5,6,6,6,6,5,5,6,6,6,6,6,5,5,6,5,6,6,6,6,5,6,6,5,5,6,6,6,6,5,6,5,6,4,69,68,67,68,69,72,66,68,69,65,70,68,68,68,69,70,71,68,70,68,69,69,67,69,66,68,68,66,69,70,11,11,12,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,17,18,15,19,18,17,17,16,14,15,18,17,18,18,16,17,16,16,17,16,19,17,16,15,17,17,16,17,18,44,44,45,45,45,43,44,44,43,43,41,45,44,46,44,47,43,42,45,43,43,46,45,46,43,45,43,44,45,44,30,29,30,29,29,30,31,28,27,29,29,30,30,29,29,30,31,29,30,30,30,30,29,30,31,30,29,30,30,30,9,7,9,8,8,7,9,8,8,9,9,8,8,8,7,10,8,8,9,9,8,8,7,9,8,8,8,8,9,8,11,11,11,12,11,12,11,12,12,12,11,10,10,11,11,12,12,11.2,11.366666666666667,11.133333333333333,11.166666666666666,11.366666666666667,12.366666666666667,10.866666666666667,12.033333333333333,12.2,11.5,11.533333333333333,11.3,11.433333333333334,37,37,40,38,37,37,37,36,38,39,38,37,37,36,38,39,38,38,38,39,38,37,40,37,38,38,36,38,40,36,131,133,133,130,130,129,134,135,134,129,131,132,135,132,136,131,130,135,132,129,135,133,132,129,134,131,133,126,133,130,11,10,11,12,11,12,11,12,11,10,12,10,11,10,12,10,11,10,10,11,11,12,11,11,11,11,12,11,11,11,31,31,31,31,30,33,30,33,30,30,32,29,30,28,30,30,30,30,31,27,31,31,30,31,31,29,30,31,30,30,10,10,10,10,10,10,10,9,9,10,10,10,9,10,9,10,9,10,10,10,11,10,9,10,11,10,10,10,10,9
8,7,8,8,8,8,7,7,8,7,8,8,7,7,7,7,8,7,8,7,8,8,8,7,8,8,7,9,7,8,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,5,6,6,6,6,5,6,6,6,6,4,5,5,5,6,6,5,5,5,5,5,5,5,6,5,5,6,6,5,5,6,5,6,5,5,5,5,6,4,69,69,67,68,70,72,67,68,69,65,69,67,68,68,69,71,70,68,70,68,69,69,66,69,67,68,67,67,68,71,11,10,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,18,18,15,18,18,17,17,16,14,15,18,17,18,18,16,17,16,16,17,16,19,17,16,15,17,17,16,16,18,44,44,44,45,45,44,43,44,43,44,41,45,44,45,44,47,43,42,45,44,43,45,45,46,43,46,43,44,45,44,30,29,31,29,29,30,31,28,27,29,29,30,30,30,28,30,31,29,29,30,29,29,29,30,31,30,28,29,30,30,9,7,9,8,8,7,9,8,8,9,9,8,8,8,7,10,8,9,9,9,8,8,7,9,8,8,8,8,9,8,11,11,11,12,11,12,12,12,12,12,11,10,10,11,11,12,12,11.2,11.366666666666667,11.133333333333333,11.166666666666666,11.366666666666667,12.366666666666667,10.866666666666667,12.0,12.2,11.6,11.533333333333333,11.3,11.433333333333334,37,37,39,39,37,38,37,37,39,39,38,38,37,37,38,40,38,38,38,39,38,38,40,37,38,39,36,39,40,37,132,134,133,131,131,130,134,136,134,130,131,132,134,134,136,131,131,135,133,130,136,133,132,130,134,131,134,125,133,131,11,10,10,11,11,12,11,12,10,10,12,11,11,10,12,10,11,10,10,11,11,12,11,11,11,11,12,11,11,10,31,30,32,31,30,33,31,34,30,29,32,30,30,28,31,30,30,29,31,27,30,30,29,31,30,29,31,30,30,30,10,10,10,10,10,10,10,9,9,10,10,10,9,10,9,10,10,10,10,10,11,10,9,10,11,10,10,10,10,10
