29,28,30,30,29,30,29,28,29,30,28,29,30,28,29,29,29,30,30,31,29,31,28,29,29,30,29,29,29,29
30,29,28,31,29,29,29,28,29,30,28,29,28,28,29,29,30,29,31,31,29,30,30,29,28,29,30,29,29,30
30,28,29,32,28,27,29,28,29,32,27,29,27,27,30,30,32,28,31,29,29,30,30,29,29,31,28,28,29,29
30,28,30,32,29,27,30,28,29,32,27,29,28,27,29,29,32,28,32,29,29,31,28,29,29,31,28,28,30,31
30,28,29,31,29,25,29,28,30,33,27,28,28,27,30,31,32,28,32,29,29,28,29,28,29,32,29,28,30,31
30,28,30,32,28,25,28,28,31,31,27,29,28,27,30,29,32,28,32,28,30,29,29,28,29,29,30,27,30,30
29,28,28,31,30,25,29,28,29,32,27,28,28,27,30,29,33,26,32,28,30,29,29,27,28,29,32,26,30,30
29,29,28,33,29,25,28,28,30,31,28,28,27,26,30,29,32,28,31,28,31,29,29,28,27,29,31,25,31,29
29,29,28,32,29,25,27,25,29,31,27,29,28,26,29,31,32,28,31,30,32,30,29,27,29,28,31,27,30,30
28,29,28,32,29,26,28,25,28,31,28,29,28,27,29,30,29,28,33,28,31,29,29,28,29,28,32,27,30,29
30,31,28,33,28,26,28,26,28,30,26,28,27,25,29,30,30,28,30,27,30,28,29,29,30,28,32,27,30,29
30,31,27,32,29,27,28,25,29,30,27,28,28,27,29,30,30,29,31,28,31,29,28,29,30,30,31,28,29,28
30,30,28,33,28,28,28,25,29,31,27,28,27,25,29,28,30,28,31,27,32,27,28,28,29,29,31,28,29,26
29,30,28,33,28,29,27,26,29,31,27,27,28,25,29,29,30,28,30,27,31,26,29,29,29,29,30,28,29,24
30,31,29,34,27,27,29,24,29,31,28,29,28,27,28,28,29,28,30,26,32,27,28,28,30,29,30,29,30,24
31,32,29,34,28,27,28,24,28,30,28,29,29,27,29,30,29,29,29,27,32,26,27,29,29,30,31,28,28,23
30,31,30,33,28,28,27,27,29,31,29,28,28,27,29,31,28,28,30,25,31,27,27,27,30,30,30,30,29,23
31,31,28,33,28,29,27,26,28,31,29,28,28,26,30,30,26,29,30,26,32,28,27,28,29,30,31,30,29,23
31,31,29,32,28,28,28,26,28,32,28,28,28,26,29,31,26,29,31,27,32,27,26,27,29,30,31,29,30,22
31,31,29,32,28,28,28,26,30,31,29,28,29,27,29,29,25,29,29,25,32,28,28,26,29,29,30,29,30,24
31,32,27,33,28,27,27,27,28,31,28,28,28,27,30,31,25,30,30,24,31,27,27,27,29,29,29,30,30,23
30,30,26,34,27,27,27,25,28,31,29,29,27,27,29,30,24,30,29,26,30,27,27,27,29,29,31,29,31,23
31,31,26,33,28,28,27,26,27,31,28,28,28,28,29,31,23,30,28,25,32,27,27,27,28,29,30,29,31,24
30,31,26,32,28,28,27,26,27,30,29,29,29,28,30,31,24,30,29,26,32,27,27,27,31,29,30,30,31,23
31,31,25,32,29,29,27,25,27,32,29,28,30,28,28,31,23,30,29,25,31,26,27,28,31,28,30,29,31,23
32,31,26,32,29,27,29,26,27,31,28,28,29,29,28,31,23,31,28,27,31,28,27,28,31,27,30,29,31,23
30,31,26,30,28,28,27,26,26,30,28,28,31,29,28,31,23,32,29,26,32,27,27,27,31,28,31,31,30,22
31,30,28,31,28,28,28,26,26,30,28,28,29,29,30,30,25,32,29,26,31,27,28,26,32,27,30,30,31,22
31,32,26,30,28,27,28,26,27,32,28,28,31,28,29,30,24,32,30,25,30,27,27,26,32,28,30,30,30,22
30,30,28,30,28,28,27,26,26,31,29,27,31,29,29,28,24,31,28,26,30,27,29,26,33,28,30,29,31,21
30,31,27,29,28,28,28,27,27,30,29,29,31,30,29,28,23,31,30,25,29,27,28,26,32,28,31,30,31,22
31,30,27,30,29,27,27,26,26,30,29,28,31,29,29,28,23,32,29,25,29,26,28,27,31,27,30,29,31,20
31,31,26,29,28,27,27,25,24,30,29,28,31,28,29,28,24,32,29,26,28,27,29,27,30,27,30,30,31,22
30,30,27,29,28,27,28,26,25,30,28,28,31,27,29,28,22,31,29,25,27,27,28,27,30,28,30,28,31,22
32,30,27,29,28,27,27,26,25,30,29,28,31,28,29,27,23,32,29,25,29,27,29,27,30,28,31,29,29,21
31,31,28,29,29,27,29,26,24,29,29,28,31,27,29,26,23,33,30,26,29,27,28,27,31,27,29,30,30,22
32,31,27,29,29,27,28,27,23,29,28,28,30,27,28,27,23,32,29,26,30,27,28,28,30,28,29,30,31,22
31,30,28,29,29,27,27,27,25,30,30,29,31,27,29,27,23,32,29,25,31,27,28,27,30,28,30,30,31,21
31,30,28,30,28,26,29,27,24,28,28,28,30,26,29,27,22,32,29,26,30,28,29,26,30,28,28,28,31,21
31,29,28,29,29,25,27,26,26,29,29,29,31,26,29,28,22,31,29,26,30,28,29,27,30,28,27,29,31,22
31,30,27,29,29,25,27,26,25,28,28,28,31,27,29,26,22,32,30,26,29,29,30,27,30,27,27,30,30,21
31,31,27,30,28,25,27,26,25,29,30,28,31,27,28,27,23,33,30,26,29,28,30,26,31,27,27,29,31,22
